Gene_ID,HGNC,Pathway_ID,Pathway_Name
5027,P2RX7,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
5027,P2RX7,hsa04621,NOD-like receptor signaling pathway - Homo sapiens (human)
5255,PHKA1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5255,PHKA1,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5255,PHKA1,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5256,PHKA2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5256,PHKA2,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5256,PHKA2,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5257,PHKB,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5257,PHKB,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5257,PHKB,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5260,PHKG1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5260,PHKG1,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5260,PHKG1,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5261,PHKG2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5261,PHKG2,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5261,PHKG2,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
53373,TPCN1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5350,PLN,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5350,PLN,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
5350,PLN,hsa04024,cAMP signaling pathway - Homo sapiens (human)
5350,PLN,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
5350,PLN,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
5350,PLN,hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
5350,PLN,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
552,AVPR1A,hsa04020,Calcium signaling pathway - Homo sapiens (human)
552,AVPR1A,hsa04072,Phospholipase D signaling pathway - Homo sapiens (human)
552,AVPR1A,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
552,AVPR1A,hsa04081,Hormone signaling - Homo sapiens (human)
552,AVPR1A,hsa04270,Vascular smooth muscle contraction - Homo sapiens (human)
55283,MCOLN3,hsa04020,Calcium signaling pathway - Homo sapiens (human)
553,AVPR1B,hsa04020,Calcium signaling pathway - Homo sapiens (human)
553,AVPR1B,hsa04072,Phospholipase D signaling pathway - Homo sapiens (human)
553,AVPR1B,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
553,AVPR1B,hsa04081,Hormone signaling - Homo sapiens (human)
553,AVPR1B,hsa04270,Vascular smooth muscle contraction - Homo sapiens (human)
56413,LTB4R2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
56413,LTB4R2,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
57105,CYSLTR2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
57105,CYSLTR2,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
57118,CAMK1D,hsa04020,Calcium signaling pathway - Homo sapiens (human)
57118,CAMK1D,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
57118,CAMK1D,hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human)
57118,CAMK1D,hsa05214,Glioma - Homo sapiens (human)
57172,CAMK1G,hsa04020,Calcium signaling pathway - Homo sapiens (human)
57172,CAMK1G,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
57172,CAMK1G,hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human)
57172,CAMK1G,hsa05214,Glioma - Homo sapiens (human)
57192,MCOLN1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
57192,MCOLN1,hsa04142,Lysosome - Homo sapiens (human)
5724,PTAFR,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5724,PTAFR,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
5724,PTAFR,hsa05150,Staphylococcus aureus infection - Homo sapiens (human)
5731,PTGER1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5731,PTGER1,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
5731,PTGER1,hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
5731,PTGER1,hsa05200,Pathways in cancer - Homo sapiens (human)
5733,PTGER3,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5733,PTGER3,hsa04024,cAMP signaling pathway - Homo sapiens (human)
5733,PTGER3,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
5733,PTGER3,hsa04923,Regulation of lipolysis in adipocytes - Homo sapiens (human)
5733,PTGER3,hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
5733,PTGER3,hsa05200,Pathways in cancer - Homo sapiens (human)
5737,PTGFR,hsa04020,Calcium signaling pathway - Homo sapiens (human)
5737,PTGFR,hsa04072,Phospholipase D signaling pathway - Homo sapiens (human)
5737,PTGFR,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
57620,STIM2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
623,BDKRB1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
623,BDKRB1,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
623,BDKRB1,hsa04610,Complement and coagulation cascades - Homo sapiens (human)
623,BDKRB1,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
623,BDKRB1,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
623,BDKRB1,hsa05200,Pathways in cancer - Homo sapiens (human)
624,BDKRB2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
624,BDKRB2,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
624,BDKRB2,hsa04071,Sphingolipid signaling pathway - Homo sapiens (human)
624,BDKRB2,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
624,BDKRB2,hsa04610,Complement and coagulation cascades - Homo sapiens (human)
624,BDKRB2,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
624,BDKRB2,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
624,BDKRB2,hsa04961,Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)
624,BDKRB2,hsa05142,Chagas disease - Homo sapiens (human)
624,BDKRB2,hsa05200,Pathways in cancer - Homo sapiens (human)
6261,RYR1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6261,RYR1,hsa04371,Apelin signaling pathway - Homo sapiens (human)
6261,RYR1,hsa04713,Circadian entrainment - Homo sapiens (human)
6261,RYR1,hsa04730,Long-term depression - Homo sapiens (human)
6261,RYR1,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
6261,RYR1,hsa05017,Spinocerebellar ataxia - Homo sapiens (human)
6261,RYR1,hsa05020,Prion disease - Homo sapiens (human)
6261,RYR1,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
6262,RYR2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6262,RYR2,hsa04024,cAMP signaling pathway - Homo sapiens (human)
6262,RYR2,hsa04260,Cardiac muscle contraction - Homo sapiens (human)
6262,RYR2,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
6262,RYR2,hsa04371,Apelin signaling pathway - Homo sapiens (human)
6262,RYR2,hsa04713,Circadian entrainment - Homo sapiens (human)
6262,RYR2,hsa04911,Insulin secretion - Homo sapiens (human)
6262,RYR2,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
6262,RYR2,hsa04972,Pancreatic secretion - Homo sapiens (human)
6262,RYR2,hsa05020,Prion disease - Homo sapiens (human)
6262,RYR2,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
6262,RYR2,hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human)
6262,RYR2,hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)
6262,RYR2,hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
6262,RYR2,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
6263,RYR3,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6263,RYR3,hsa04371,Apelin signaling pathway - Homo sapiens (human)
6263,RYR3,hsa04713,Circadian entrainment - Homo sapiens (human)
6263,RYR3,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
6263,RYR3,hsa04970,Salivary secretion - Homo sapiens (human)
6263,RYR3,hsa05010,Alzheimer disease - Homo sapiens (human)
6263,RYR3,hsa05012,Parkinson disease - Homo sapiens (human)
6263,RYR3,hsa05020,Prion disease - Homo sapiens (human)
6263,RYR3,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
6543,SLC8A2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6543,SLC8A2,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
6543,SLC8A2,hsa04260,Cardiac muscle contraction - Homo sapiens (human)
6543,SLC8A2,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
6543,SLC8A2,hsa04371,Apelin signaling pathway - Homo sapiens (human)
6543,SLC8A2,hsa04740,Olfactory transduction - Homo sapiens (human)
6543,SLC8A2,hsa04961,Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)
6543,SLC8A2,hsa04974,Protein digestion and absorption - Homo sapiens (human)
6543,SLC8A2,hsa04978,Mineral absorption - Homo sapiens (human)
6543,SLC8A2,hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human)
6543,SLC8A2,hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)
6543,SLC8A2,hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
6546,SLC8A1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6546,SLC8A1,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
6546,SLC8A1,hsa04260,Cardiac muscle contraction - Homo sapiens (human)
6546,SLC8A1,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
6546,SLC8A1,hsa04371,Apelin signaling pathway - Homo sapiens (human)
6546,SLC8A1,hsa04740,Olfactory transduction - Homo sapiens (human)
6546,SLC8A1,hsa04961,Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)
6546,SLC8A1,hsa04974,Protein digestion and absorption - Homo sapiens (human)
6546,SLC8A1,hsa04978,Mineral absorption - Homo sapiens (human)
6546,SLC8A1,hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human)
6546,SLC8A1,hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)
6546,SLC8A1,hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
6547,SLC8A3,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6547,SLC8A3,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
6547,SLC8A3,hsa04260,Cardiac muscle contraction - Homo sapiens (human)
6547,SLC8A3,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
6547,SLC8A3,hsa04371,Apelin signaling pathway - Homo sapiens (human)
6547,SLC8A3,hsa04740,Olfactory transduction - Homo sapiens (human)
6547,SLC8A3,hsa04961,Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)
6547,SLC8A3,hsa04974,Protein digestion and absorption - Homo sapiens (human)
6547,SLC8A3,hsa04978,Mineral absorption - Homo sapiens (human)
6547,SLC8A3,hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human)
6547,SLC8A3,hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)
6547,SLC8A3,hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
6588,SLN,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6786,STIM1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6786,STIM1,hsa04611,Platelet activation - Homo sapiens (human)
6865,TACR2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6865,TACR2,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
6865,TACR2,hsa04082,Neuroactive ligand signaling - Homo sapiens (human)
6869,TACR1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6869,TACR1,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
6869,TACR1,hsa04082,Neuroactive ligand signaling - Homo sapiens (human)
6870,TACR3,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6870,TACR3,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
6870,TACR3,hsa04082,Neuroactive ligand signaling - Homo sapiens (human)
6915,TBXA2R,hsa04020,Calcium signaling pathway - Homo sapiens (human)
6915,TBXA2R,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
6915,TBXA2R,hsa04611,Platelet activation - Homo sapiens (human)
7125,TNNC2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
7125,TNNC2,hsa04814,Motor proteins - Homo sapiens (human)
7125,TNNC2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
7134,TNNC1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
7134,TNNC1,hsa04260,Cardiac muscle contraction - Homo sapiens (human)
7134,TNNC1,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
7134,TNNC1,hsa04814,Motor proteins - Homo sapiens (human)
7134,TNNC1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
7134,TNNC1,hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human)
7134,TNNC1,hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
7201,TRHR,hsa04020,Calcium signaling pathway - Homo sapiens (human)
7201,TRHR,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
7201,TRHR,hsa04081,Hormone signaling - Homo sapiens (human)
7416,VDAC1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
7416,VDAC1,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
7416,VDAC1,hsa04217,Necroptosis - Homo sapiens (human)
7416,VDAC1,hsa04218,Cellular senescence - Homo sapiens (human)
7416,VDAC1,hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human)
7416,VDAC1,hsa04621,NOD-like receptor signaling pathway - Homo sapiens (human)
7416,VDAC1,hsa04979,Cholesterol metabolism - Homo sapiens (human)
7416,VDAC1,hsa05010,Alzheimer disease - Homo sapiens (human)
7416,VDAC1,hsa05012,Parkinson disease - Homo sapiens (human)
7416,VDAC1,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
7416,VDAC1,hsa05016,Huntington disease - Homo sapiens (human)
7416,VDAC1,hsa05017,Spinocerebellar ataxia - Homo sapiens (human)
7416,VDAC1,hsa05020,Prion disease - Homo sapiens (human)
7416,VDAC1,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
7416,VDAC1,hsa05131,Shigellosis - Homo sapiens (human)
7416,VDAC1,hsa05164,Influenza A - Homo sapiens (human)
7416,VDAC1,hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
7416,VDAC1,hsa05208,Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
7416,VDAC1,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
7417,VDAC2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
7417,VDAC2,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
7417,VDAC2,hsa04216,Ferroptosis - Homo sapiens (human)
7417,VDAC2,hsa04217,Necroptosis - Homo sapiens (human)
7417,VDAC2,hsa04218,Cellular senescence - Homo sapiens (human)
7417,VDAC2,hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human)
7417,VDAC2,hsa04621,NOD-like receptor signaling pathway - Homo sapiens (human)
7417,VDAC2,hsa04979,Cholesterol metabolism - Homo sapiens (human)
7417,VDAC2,hsa05010,Alzheimer disease - Homo sapiens (human)
7417,VDAC2,hsa05012,Parkinson disease - Homo sapiens (human)
7417,VDAC2,hsa05016,Huntington disease - Homo sapiens (human)
7417,VDAC2,hsa05017,Spinocerebellar ataxia - Homo sapiens (human)
7417,VDAC2,hsa05020,Prion disease - Homo sapiens (human)
7417,VDAC2,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
7417,VDAC2,hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
7417,VDAC2,hsa05208,Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
7417,VDAC2,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
7419,VDAC3,hsa04020,Calcium signaling pathway - Homo sapiens (human)
7419,VDAC3,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
7419,VDAC3,hsa04216,Ferroptosis - Homo sapiens (human)
7419,VDAC3,hsa04217,Necroptosis - Homo sapiens (human)
7419,VDAC3,hsa04218,Cellular senescence - Homo sapiens (human)
7419,VDAC3,hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human)
7419,VDAC3,hsa04621,NOD-like receptor signaling pathway - Homo sapiens (human)
7419,VDAC3,hsa04979,Cholesterol metabolism - Homo sapiens (human)
7419,VDAC3,hsa05010,Alzheimer disease - Homo sapiens (human)
7419,VDAC3,hsa05012,Parkinson disease - Homo sapiens (human)
7419,VDAC3,hsa05016,Huntington disease - Homo sapiens (human)
7419,VDAC3,hsa05017,Spinocerebellar ataxia - Homo sapiens (human)
7419,VDAC3,hsa05020,Prion disease - Homo sapiens (human)
7419,VDAC3,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
7419,VDAC3,hsa05161,Hepatitis B - Homo sapiens (human)
7419,VDAC3,hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
7419,VDAC3,hsa05203,Viral carcinogenesis - Homo sapiens (human)
7419,VDAC3,hsa05208,Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
7419,VDAC3,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
7942,TFEB,hsa04020,Calcium signaling pathway - Homo sapiens (human)
7942,TFEB,hsa04137,Mitophagy - animal - Homo sapiens (human)
80228,ORAI2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
814,CAMK4,hsa04020,Calcium signaling pathway - Homo sapiens (human)
814,CAMK4,hsa04024,cAMP signaling pathway - Homo sapiens (human)
814,CAMK4,hsa04211,Longevity regulating pathway - Homo sapiens (human)
814,CAMK4,hsa04371,Apelin signaling pathway - Homo sapiens (human)
814,CAMK4,hsa04380,Osteoclast differentiation - Homo sapiens (human)
814,CAMK4,hsa04720,Long-term potentiation - Homo sapiens (human)
814,CAMK4,hsa04722,Neurotrophin signaling pathway - Homo sapiens (human)
814,CAMK4,hsa04725,Cholinergic synapse - Homo sapiens (human)
814,CAMK4,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
814,CAMK4,hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human)
814,CAMK4,hsa05031,Amphetamine addiction - Homo sapiens (human)
814,CAMK4,hsa05034,Alcoholism - Homo sapiens (human)
814,CAMK4,hsa05214,Glioma - Homo sapiens (human)
83447,SLC25A31,hsa04020,Calcium signaling pathway - Homo sapiens (human)
83447,SLC25A31,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
83447,SLC25A31,hsa04217,Necroptosis - Homo sapiens (human)
83447,SLC25A31,hsa04218,Cellular senescence - Homo sapiens (human)
83447,SLC25A31,hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human)
83447,SLC25A31,hsa05010,Alzheimer disease - Homo sapiens (human)
83447,SLC25A31,hsa05012,Parkinson disease - Homo sapiens (human)
83447,SLC25A31,hsa05016,Huntington disease - Homo sapiens (human)
83447,SLC25A31,hsa05017,Spinocerebellar ataxia - Homo sapiens (human)
83447,SLC25A31,hsa05020,Prion disease - Homo sapiens (human)
83447,SLC25A31,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
83447,SLC25A31,hsa05164,Influenza A - Homo sapiens (human)
83447,SLC25A31,hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
83447,SLC25A31,hsa05208,Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
83447,SLC25A31,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
844,CASQ1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
845,CASQ2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
845,CASQ2,hsa04260,Cardiac muscle contraction - Homo sapiens (human)
84876,ORAI1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
84876,ORAI1,hsa04024,cAMP signaling pathway - Homo sapiens (human)
84876,ORAI1,hsa04611,Platelet activation - Homo sapiens (human)
84876,ORAI1,hsa04924,Renin secretion - Homo sapiens (human)
84876,ORAI1,hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human)
84876,ORAI1,hsa04927,Cortisol synthesis and secretion - Homo sapiens (human)
84876,ORAI1,hsa04934,Cushing syndrome - Homo sapiens (human)
84876,ORAI1,hsa05340,Primary immunodeficiency - Homo sapiens (human)
8536,CAMK1,hsa04020,Calcium signaling pathway - Homo sapiens (human)
8536,CAMK1,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
8536,CAMK1,hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human)
8536,CAMK1,hsa05214,Glioma - Homo sapiens (human)
85366,MYLK2,hsa04020,Calcium signaling pathway - Homo sapiens (human)
85366,MYLK2,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
85366,MYLK2,hsa04270,Vascular smooth muscle contraction - Homo sapiens (human)
85366,MYLK2,hsa04371,Apelin signaling pathway - Homo sapiens (human)
85366,MYLK2,hsa04510,Focal adhesion - Homo sapiens (human)
85366,MYLK2,hsa04611,Platelet activation - Homo sapiens (human)
85366,MYLK2,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
85366,MYLK2,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
85366,MYLK2,hsa04971,Gastric acid secretion - Homo sapiens (human)
886,CCKAR,hsa04020,Calcium signaling pathway - Homo sapiens (human)
886,CCKAR,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
886,CCKAR,hsa04081,Hormone signaling - Homo sapiens (human)
886,CCKAR,hsa04911,Insulin secretion - Homo sapiens (human)
886,CCKAR,hsa04972,Pancreatic secretion - Homo sapiens (human)
887,CCKBR,hsa04020,Calcium signaling pathway - Homo sapiens (human)
887,CCKBR,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
887,CCKBR,hsa04081,Hormone signaling - Homo sapiens (human)
887,CCKBR,hsa04971,Gastric acid secretion - Homo sapiens (human)
89832,CHRFAM7A,hsa04020,Calcium signaling pathway - Homo sapiens (human)
89832,CHRFAM7A,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
89832,CHRFAM7A,hsa04082,Neuroactive ligand signaling - Homo sapiens (human)
89832,CHRFAM7A,hsa04725,Cholinergic synapse - Homo sapiens (human)
89832,CHRFAM7A,hsa05010,Alzheimer disease - Homo sapiens (human)
89832,CHRFAM7A,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
89832,CHRFAM7A,hsa05033,Nicotine addiction - Homo sapiens (human)
89832,CHRFAM7A,hsa05207,Chemical carcinogenesis - receptor activation - Homo sapiens (human)
90550,MCU,hsa04020,Calcium signaling pathway - Homo sapiens (human)
90550,MCU,hsa04218,Cellular senescence - Homo sapiens (human)
90550,MCU,hsa04621,NOD-like receptor signaling pathway - Homo sapiens (human)
90550,MCU,hsa05010,Alzheimer disease - Homo sapiens (human)
90550,MCU,hsa05012,Parkinson disease - Homo sapiens (human)
90550,MCU,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
90550,MCU,hsa05017,Spinocerebellar ataxia - Homo sapiens (human)
90550,MCU,hsa05020,Prion disease - Homo sapiens (human)
90550,MCU,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
9127,P2RX6,hsa04020,Calcium signaling pathway - Homo sapiens (human)
9127,P2RX6,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
9127,P2RX6,hsa04082,Neuroactive ligand signaling - Homo sapiens (human)
91807,MYLK3,hsa04020,Calcium signaling pathway - Homo sapiens (human)
91807,MYLK3,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
91807,MYLK3,hsa04270,Vascular smooth muscle contraction - Homo sapiens (human)
91807,MYLK3,hsa04371,Apelin signaling pathway - Homo sapiens (human)
91807,MYLK3,hsa04510,Focal adhesion - Homo sapiens (human)
91807,MYLK3,hsa04611,Platelet activation - Homo sapiens (human)
91807,MYLK3,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
91807,MYLK3,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
91807,MYLK3,hsa04971,Gastric acid secretion - Homo sapiens (human)
93129,ORAI3,hsa04020,Calcium signaling pathway - Homo sapiens (human)
9630,GNA14,hsa04020,Calcium signaling pathway - Homo sapiens (human)
9630,GNA14,hsa04081,Hormone signaling - Homo sapiens (human)
9630,GNA14,hsa05142,Chagas disease - Homo sapiens (human)
9630,GNA14,hsa05146,Amoebiasis - Homo sapiens (human)
100271849,MEF2B,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
100271849,MEF2B,hsa04371,Apelin signaling pathway - Homo sapiens (human)
10242,KCNMB2,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
10242,KCNMB2,hsa04270,Vascular smooth muscle contraction - Homo sapiens (human)
10242,KCNMB2,hsa04911,Insulin secretion - Homo sapiens (human)
10335,IRAG1,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
10335,IRAG1,hsa04270,Vascular smooth muscle contraction - Homo sapiens (human)
10398,MYL9,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
10398,MYL9,hsa04024,cAMP signaling pathway - Homo sapiens (human)
10398,MYL9,hsa04270,Vascular smooth muscle contraction - Homo sapiens (human)
10398,MYL9,hsa04360,Axon guidance - Homo sapiens (human)
10398,MYL9,hsa04510,Focal adhesion - Homo sapiens (human)
10398,MYL9,hsa04520,Adherens junction - Homo sapiens (human)
10398,MYL9,hsa04530,Tight junction - Homo sapiens (human)
10398,MYL9,hsa04670,Leukocyte transendothelial migration - Homo sapiens (human)
10398,MYL9,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
10398,MYL9,hsa04814,Motor proteins - Homo sapiens (human)
10398,MYL9,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
10398,MYL9,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
10398,MYL9,hsa05131,Shigellosis - Homo sapiens (human)
10398,MYL9,hsa05132,Salmonella infection - Homo sapiens (human)
10488,CREB3,hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
10488,CREB3,hsa04024,cAMP signaling pathway - Homo sapiens (human)
10488,CREB3,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
10488,CREB3,hsa04152,AMPK signaling pathway - Homo sapiens (human)
10488,CREB3,hsa04211,Longevity regulating pathway - Homo sapiens (human)
10488,CREB3,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
10488,CREB3,hsa04668,TNF signaling pathway - Homo sapiens (human)
10488,CREB3,hsa04714,Thermogenesis - Homo sapiens (human)
10488,CREB3,hsa04725,Cholinergic synapse - Homo sapiens (human)
10488,CREB3,hsa04728,Dopaminergic synapse - Homo sapiens (human)
10488,CREB3,hsa04911,Insulin secretion - Homo sapiens (human)
10488,CREB3,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
10488,CREB3,hsa04916,Melanogenesis - Homo sapiens (human)
